time,Use butter,Scoop nut,Scoop butter,Spread nut,Spread butter,Spread onto,Spread tortilla,Scoop jelly,Spread jelly,Roll tortilla,Secure rolled,Secure tortilla,Trim tortilla,Trim roll,Slide floss,Slide tortilla,Place floss,Cross floss,Cross tortilla,Cross roll,Holding floss,Pull floss,Continue floss,Place pinwheels
22.8,0.0118,0.0108,0.001,0.1332,0.0256,0.0452,0.4116,0.0004,0.0183,0.092,0.0005,0.1172,0.012,0.0017,0.0,0.0348,0.0016,0.0005,0.0728,0.0066,0.0003,0.0002,0.0006,0.0011
23.0,0.0187,0.0134,0.0015,0.1532,0.0352,0.0527,0.3799,0.0005,0.0217,0.0872,0.0007,0.1107,0.01,0.0017,0.0001,0.0331,0.0023,0.0007,0.0651,0.0085,0.0004,0.0002,0.0007,0.0016
23.2,0.0255,0.0166,0.002,0.1662,0.0396,0.0574,0.3382,0.0006,0.0239,0.0927,0.001,0.1101,0.0084,0.0017,0.0001,0.0336,0.0031,0.0008,0.0635,0.0112,0.0005,0.0003,0.0009,0.0022
23.4,0.0344,0.0202,0.0025,0.1754,0.0438,0.0613,0.2991,0.0006,0.0258,0.0973,0.0014,0.1085,0.007,0.0017,0.0001,0.0342,0.0041,0.0009,0.062,0.0145,0.0006,0.0004,0.0011,0.003
23.6,0.0455,0.0245,0.0032,0.1854,0.0479,0.0649,0.2588,0.0007,0.0277,0.1006,0.002,0.106,0.0058,0.0017,0.0002,0.0342,0.0053,0.0011,0.0594,0.0187,0.0007,0.0006,0.0013,0.0039
23.8,0.0542,0.0254,0.0035,0.1853,0.0517,0.0719,0.2398,0.0006,0.0301,0.0976,0.0021,0.1037,0.0052,0.0015,0.0002,0.0335,0.0063,0.0012,0.0579,0.0207,0.0007,0.0006,0.0015,0.0044
24.0,0.0664,0.0266,0.0036,0.1976,0.0562,0.0812,0.2273,0.0006,0.0331,0.0871,0.0021,0.0924,0.0045,0.0013,0.0002,0.0314,0.0072,0.0013,0.0521,0.0199,0.0008,0.0007,0.0017,0.0047
24.2,0.084,0.0297,0.0044,0.2097,0.0618,0.0931,0.2044,0.0006,0.0341,0.0806,0.0023,0.0793,0.0033,0.0011,0.0002,0.03,0.0078,0.0013,0.0433,0.0208,0.0008,0.0008,0.0016,0.005
24.4,0.079,0.0286,0.0041,0.1938,0.06,0.0933,0.2115,0.0006,0.0347,0.0828,0.0024,0.0858,0.0032,0.001,0.0002,0.0338,0.0079,0.0013,0.0464,0.021,0.0008,0.0008,0.0017,0.0053
24.6,0.0745,0.0276,0.0039,0.176,0.0572,0.0907,0.2192,0.0005,0.0343,0.0852,0.0026,0.0945,0.0031,0.0009,0.0003,0.0387,0.0079,0.0014,0.0505,0.0216,0.0008,0.0008,0.0018,0.0058
24.8,0.0723,0.0268,0.0037,0.1669,0.0552,0.0884,0.2223,0.0005,0.0341,0.0914,0.0024,0.0982,0.003,0.0009,0.0003,0.0408,0.0081,0.0013,0.0525,0.0215,0.0008,0.0008,0.0019,0.0059
25.0,0.0727,0.0266,0.0039,0.1575,0.0577,0.0862,0.2249,0.0005,0.0345,0.0908,0.0023,0.0975,0.0033,0.001,0.0003,0.0413,0.0094,0.0014,0.055,0.0228,0.0008,0.0007,0.0022,0.0067
25.2,0.0801,0.032,0.0043,0.1751,0.0537,0.075,0.1993,0.0007,0.0356,0.0905,0.0025,0.097,0.0035,0.0011,0.0004,0.0446,0.0121,0.0018,0.0539,0.0233,0.0012,0.001,0.0028,0.0086
25.4,0.0873,0.038,0.0047,0.1943,0.0495,0.064,0.1748,0.0008,0.0369,0.0889,0.0027,0.0951,0.0037,0.0012,0.0005,0.0472,0.0156,0.0023,0.0516,0.0235,0.0017,0.0012,0.0036,0.0109
25.6,0.0914,0.0507,0.0054,0.2315,0.047,0.0575,0.1472,0.0012,0.04,0.0769,0.0026,0.0837,0.0037,0.0013,0.0008,0.0444,0.0209,0.003,0.0463,0.0221,0.0025,0.0017,0.0047,0.0135
25.8,0.1182,0.0718,0.0072,0.2584,0.0432,0.0458,0.1053,0.0016,0.0401,0.0695,0.0034,0.0664,0.0031,0.0013,0.0012,0.041,0.0274,0.0036,0.0371,0.0245,0.0037,0.0026,0.0054,0.0184
26.0,0.1458,0.0972,0.009,0.2755,0.0379,0.0348,0.072,0.002,0.0385,0.06,0.0043,0.0502,0.0024,0.0012,0.0017,0.0361,0.0342,0.0041,0.0284,0.026,0.0051,0.0039,0.0059,0.0238
26.2,0.1677,0.1203,0.0091,0.2862,0.032,0.0253,0.0499,0.0025,0.0373,0.0483,0.0048,0.0376,0.0021,0.0012,0.0023,0.03,0.0424,0.0049,0.0222,0.0242,0.0074,0.0056,0.0073,0.0291
26.4,0.1707,0.1455,0.0086,0.3089,0.0258,0.0211,0.0373,0.0029,0.0367,0.0382,0.0046,0.028,0.0019,0.0012,0.0026,0.0243,0.045,0.0051,0.017,0.0207,0.0089,0.0067,0.0079,0.0304
26.6,0.1779,0.1712,0.0075,0.3243,0.0202,0.0171,0.0264,0.0031,0.0343,0.0297,0.0045,0.021,0.0016,0.0011,0.0029,0.0188,0.0451,0.0055,0.0132,0.019,0.0105,0.008,0.0081,0.0291
26.8,0.1906,0.1958,0.0067,0.324,0.0159,0.0134,0.0181,0.0033,0.0312,0.0224,0.0045,0.0157,0.0013,0.001,0.0034,0.0144,0.0451,0.006,0.0103,0.0178,0.0127,0.0096,0.0082,0.0287
27.0,0.1571,0.2335,0.0052,0.3471,0.0112,0.0107,0.013,0.0034,0.0302,0.0202,0.0044,0.012,0.0011,0.0008,0.0038,0.011,0.0438,0.0062,0.0077,0.0146,0.0145,0.0118,0.0083,0.0282
27.2,0.1713,0.2695,0.0055,0.3118,0.01,0.0089,0.0104,0.0039,0.0278,0.0196,0.0048,0.0097,0.001,0.0008,0.0038,0.0092,0.044,0.006,0.0065,0.0138,0.0138,0.0129,0.0076,0.0277
27.4,0.1832,0.3035,0.0057,0.2796,0.0089,0.0075,0.0083,0.0044,0.0258,0.0189,0.0053,0.0077,0.0009,0.0007,0.0038,0.0074,0.0442,0.0057,0.0054,0.0131,0.0129,0.0139,0.0068,0.0266
27.6,0.2122,0.3148,0.0059,0.2398,0.0079,0.0063,0.0071,0.0046,0.0234,0.0218,0.0068,0.0071,0.0009,0.0007,0.0039,0.0071,0.0445,0.0055,0.0051,0.014,0.012,0.015,0.0062,0.0274
27.8,0.1831,0.3396,0.0052,0.2433,0.0065,0.0053,0.006,0.0048,0.0219,0.0208,0.0088,0.0068,0.0009,0.0009,0.0036,0.0054,0.0465,0.0061,0.0048,0.0155,0.0118,0.0161,0.0063,0.0298
28.0,0.1575,0.3644,0.0046,0.2441,0.0053,0.0043,0.005,0.0049,0.0202,0.0197,0.0111,0.0064,0.0008,0.001,0.0033,0.0041,0.048,0.0067,0.0046,0.0171,0.0114,0.017,0.0065,0.0321
28.2,0.1555,0.3472,0.0045,0.2478,0.0053,0.0041,0.0045,0.0045,0.0199,0.0185,0.0137,0.0063,0.0008,0.0011,0.0038,0.0037,0.0536,0.0078,0.0044,0.0185,0.0123,0.0188,0.0069,0.0365
28.4,0.1515,0.3314,0.0044,0.2503,0.0053,0.0039,0.004,0.0041,0.0196,0.0175,0.017,0.0062,0.0007,0.0011,0.0044,0.0033,0.0592,0.009,0.0042,0.0201,0.0132,0.021,0.0073,0.0412
28.6,0.1522,0.3154,0.0048,0.2344,0.0049,0.0034,0.0037,0.0041,0.0197,0.0165,0.0235,0.0061,0.0008,0.0015,0.0046,0.003,0.067,0.0102,0.0041,0.0246,0.014,0.0226,0.0084,0.0507
28.8,0.1533,0.2938,0.0051,0.2168,0.0044,0.003,0.0035,0.0039,0.0189,0.0157,0.0317,0.006,0.0008,0.002,0.0047,0.0027,0.0768,0.0112,0.0039,0.0297,0.0145,0.0243,0.0094,0.0641
29.0,0.168,0.2418,0.0057,0.2091,0.0045,0.0033,0.0036,0.0036,0.0198,0.0138,0.0432,0.0066,0.0008,0.0028,0.0049,0.0027,0.0838,0.0132,0.0045,0.0415,0.0161,0.0237,0.0108,0.0721
29.2,0.1439,0.193,0.0047,0.2211,0.0043,0.0039,0.004,0.0027,0.0207,0.0124,0.0486,0.0081,0.001,0.0036,0.005,0.0027,0.0992,0.0172,0.0058,0.0539,0.0194,0.0251,0.0132,0.0864
29.4,0.1201,0.155,0.0038,0.2283,0.004,0.0043,0.0043,0.002,0.0205,0.0108,0.0528,0.0096,0.0011,0.0045,0.005,0.0027,0.1114,0.0212,0.0073,0.0674,0.0223,0.0256,0.0155,0.1005
29.6,0.0921,0.1153,0.0031,0.2203,0.0036,0.0051,0.0046,0.0016,0.0216,0.009,0.0603,0.0118,0.0012,0.0059,0.0049,0.0026,0.1263,0.027,0.0092,0.0877,0.0259,0.0254,0.0181,0.1177
29.8,0.081,0.087,0.0028,0.1905,0.0035,0.0061,0.0053,0.0013,0.0222,0.0087,0.0623,0.015,0.0014,0.0071,0.0054,0.0031,0.1445,0.0323,0.0121,0.1041,0.0294,0.0252,0.0206,0.1291
30.0,0.0695,0.0634,0.0026,0.1525,0.0033,0.0069,0.0057,0.0011,0.0213,0.0083,0.0671,0.018,0.0016,0.0079,0.0057,0.0036,0.1639,0.0364,0.0152,0.118,0.0317,0.0237,0.022,0.1506
30.2,0.0528,0.0525,0.0022,0.1205,0.0026,0.0065,0.0058,0.001,0.0192,0.0078,0.0738,0.0204,0.0018,0.0098,0.0049,0.0035,0.1744,0.0391,0.0189,0.1382,0.031,0.0215,0.0228,0.1688
30.4,0.0394,0.0422,0.0018,0.0927,0.0019,0.0059,0.0057,0.0009,0.0168,0.0071,0.0792,0.023,0.0021,0.0119,0.0041,0.0034,0.1821,0.0413,0.0235,0.1567,0.0295,0.0188,0.0234,0.1865
30.6,0.0303,0.0337,0.0015,0.0787,0.0016,0.0063,0.0053,0.0009,0.0165,0.006,0.07,0.0236,0.0024,0.0129,0.0042,0.0032,0.2036,0.0463,0.0262,0.1455,0.0317,0.0186,0.0257,0.2053
30.8,0.0225,0.0268,0.0013,0.0676,0.0014,0.0069,0.0048,0.001,0.0171,0.0048,0.0625,0.0238,0.0027,0.014,0.0042,0.0029,0.2224,0.053,0.0292,0.1329,0.0339,0.0181,0.0283,0.2177
31.0,0.0193,0.0233,0.001,0.0535,0.001,0.0052,0.0036,0.0008,0.0136,0.0042,0.0632,0.0229,0.0025,0.0114,0.0044,0.0028,0.24,0.0537,0.0288,0.1098,0.0337,0.0208,0.0273,0.2529
31.2,0.017,0.0194,0.001,0.0403,0.0008,0.0043,0.0029,0.0009,0.012,0.0035,0.0726,0.0216,0.0024,0.0109,0.0044,0.0027,0.2413,0.0527,0.0275,0.1002,0.0333,0.021,0.0261,0.2812
31.4,0.0146,0.0156,0.0009,0.0295,0.0007,0.0034,0.0023,0.0009,0.0105,0.0028,0.0824,0.0198,0.0022,0.0101,0.0044,0.0025,0.2416,0.0513,0.0254,0.0875,0.0331,0.0211,0.025,0.3124
31.6,0.0141,0.0136,0.0009,0.0234,0.0006,0.0026,0.0019,0.0009,0.0086,0.0024,0.091,0.0176,0.002,0.009,0.0043,0.0024,0.2366,0.0481,0.0233,0.0761,0.0318,0.0215,0.0235,0.3438
31.8,0.0132,0.0126,0.0009,0.0215,0.0005,0.0024,0.0016,0.0009,0.0082,0.002,0.0914,0.0156,0.0017,0.0077,0.0041,0.0024,0.2337,0.0445,0.0212,0.0672,0.03,0.0203,0.023,0.3732
32.0,0.0116,0.0112,0.0007,0.0188,0.0004,0.0022,0.0015,0.0008,0.0071,0.002,0.0891,0.0152,0.0017,0.0077,0.0042,0.0024,0.2367,0.0437,0.0207,0.0668,0.0308,0.0215,0.0231,0.3801
32.2,0.0103,0.01,0.0006,0.0166,0.0003,0.0021,0.0013,0.0007,0.0061,0.0021,0.0887,0.0149,0.0017,0.0078,0.0042,0.0025,0.2361,0.0416,0.02,0.0668,0.0311,0.023,0.0226,0.3891
32.4,0.0113,0.0099,0.0007,0.0175,0.0004,0.0024,0.0014,0.0006,0.0062,0.0023,0.0852,0.0169,0.0018,0.0089,0.0047,0.003,0.2273,0.0427,0.0228,0.0774,0.0332,0.0246,0.0229,0.3758
32.6,0.0114,0.0104,0.0007,0.0195,0.0004,0.0028,0.0018,0.0006,0.0061,0.003,0.0849,0.0211,0.002,0.0095,0.0046,0.004,0.2133,0.042,0.0278,0.092,0.0335,0.0234,0.0219,0.3634
32.8,0.0115,0.0124,0.0007,0.0208,0.0004,0.0027,0.0021,0.0006,0.0064,0.0037,0.0889,0.0241,0.0023,0.0095,0.0046,0.0046,0.2069,0.042,0.0307,0.0911,0.0338,0.0241,0.0224,0.3537
33.0,0.0117,0.0148,0.0007,0.0227,0.0005,0.0031,0.0025,0.0008,0.0077,0.0044,0.0863,0.0272,0.0027,0.0112,0.0048,0.0052,0.2049,0.0446,0.0341,0.0939,0.0355,0.0251,0.0246,0.331
33.2,0.0137,0.0191,0.0009,0.0265,0.0006,0.0039,0.0029,0.0011,0.0089,0.005,0.0848,0.0258,0.0028,0.0121,0.0054,0.0053,0.2053,0.0458,0.033,0.0995,0.0385,0.0272,0.0257,0.3062
33.4,0.0158,0.0246,0.0012,0.0314,0.0007,0.0049,0.0033,0.0014,0.0104,0.0058,0.0819,0.0241,0.0028,0.013,0.0061,0.0052,0.2041,0.0476,0.0313,0.1057,0.0419,0.0296,0.027,0.2801
33.6,0.0221,0.0375,0.0018,0.0489,0.0015,0.01,0.0068,0.002,0.0143,0.0113,0.0652,0.0346,0.0043,0.0175,0.0059,0.0082,0.1761,0.044,0.0433,0.1282,0.0359,0.0277,0.026,0.2269
33.8,0.0301,0.0505,0.0025,0.0625,0.0028,0.0162,0.0121,0.0028,0.0162,0.0211,0.0534,0.0469,0.0065,0.0229,0.0057,0.0121,0.1419,0.0386,0.0563,0.1428,0.0297,0.0263,0.0226,0.1775
34.0,0.0397,0.0666,0.0038,0.0839,0.0057,0.0254,0.0236,0.0041,0.0202,0.0371,0.0369,0.0651,0.0104,0.0259,0.0053,0.02,0.1025,0.0316,0.0754,0.1338,0.0224,0.0213,0.0179,0.1213
34.2,0.0458,0.0772,0.005,0.1015,0.0102,0.0362,0.0416,0.0054,0.0234,0.0586,0.0227,0.0821,0.0151,0.0263,0.0045,0.0296,0.0681,0.0237,0.0919,0.1126,0.0154,0.0153,0.013,0.075
34.4,0.045,0.0936,0.0063,0.109,0.0156,0.0495,0.054,0.0068,0.0214,0.0772,0.0179,0.085,0.0192,0.0264,0.0039,0.0359,0.0477,0.018,0.0934,0.0877,0.0103,0.0124,0.0093,0.0545
34.6,0.0386,0.096,0.0071,0.094,0.0207,0.0549,0.0682,0.0084,0.0189,0.1104,0.015,0.0942,0.0242,0.0241,0.0032,0.0472,0.0341,0.0128,0.1,0.0663,0.0069,0.0094,0.0063,0.0391
34.8,0.0299,0.0798,0.0072,0.0756,0.0256,0.0618,0.0835,0.0073,0.0139,0.1544,0.0108,0.1045,0.0277,0.0209,0.0024,0.0637,0.0213,0.008,0.108,0.0544,0.0042,0.0061,0.0036,0.0252
35.0,0.0225,0.0628,0.0069,0.0583,0.0303,0.0661,0.0973,0.0061,0.0097,0.2007,0.0072,0.109,0.0298,0.0174,0.0017,0.0808,0.0123,0.0047,0.1104,0.043,0.0024,0.0036,0.0019,0.0151
35.2,0.0142,0.0447,0.0051,0.0443,0.028,0.0597,0.1096,0.0041,0.0068,0.2456,0.0043,0.1176,0.0355,0.016,0.0009,0.0917,0.0066,0.0025,0.1165,0.0325,0.0011,0.0019,0.0011,0.0096
35.4,0.0092,0.0309,0.0033,0.0373,0.0259,0.056,0.137,0.0027,0.0052,0.2668,0.0023,0.1241,0.0384,0.013,0.0005,0.0988,0.0037,0.0014,0.1137,0.0226,0.0006,0.0009,0.0006,0.0051
35.6,0.0074,0.0276,0.0028,0.0364,0.0205,0.0498,0.1464,0.0025,0.0052,0.2593,0.0023,0.1325,0.0432,0.0128,0.0005,0.1015,0.0036,0.0013,0.1169,0.0207,0.0006,0.0008,0.0006,0.0048
35.8,0.0082,0.0239,0.0031,0.03,0.0182,0.0431,0.1395,0.0023,0.0046,0.2666,0.0024,0.1385,0.046,0.0138,0.0004,0.1067,0.0032,0.0012,0.1206,0.0214,0.0005,0.0008,0.0006,0.0045
36.0,0.0094,0.0256,0.0037,0.0298,0.0182,0.0431,0.1407,0.0025,0.0048,0.2617,0.0031,0.1398,0.0469,0.0152,0.0005,0.1002,0.0034,0.0012,0.1205,0.023,0.0005,0.0008,0.0006,0.0048
36.2,0.0106,0.0268,0.0041,0.0293,0.0174,0.0416,0.1411,0.0026,0.005,0.2595,0.004,0.1424,0.048,0.0165,0.0004,0.0922,0.0036,0.0012,0.1219,0.0245,0.0006,0.0008,0.0007,0.0052
36.4,0.0111,0.0241,0.0038,0.0265,0.0146,0.032,0.1489,0.0026,0.0054,0.266,0.0043,0.1483,0.0481,0.0166,0.0004,0.0871,0.0036,0.0011,0.1237,0.0247,0.0006,0.0008,0.0007,0.005
36.6,0.0139,0.026,0.0042,0.0299,0.0141,0.0307,0.1601,0.0028,0.006,0.2566,0.0046,0.1469,0.0488,0.0185,0.0004,0.0762,0.0036,0.0012,0.1216,0.0267,0.0006,0.0008,0.0008,0.005
36.8,0.0175,0.0281,0.0046,0.0341,0.0138,0.0297,0.1723,0.003,0.0067,0.2445,0.0048,0.1442,0.0493,0.0208,0.0003,0.0663,0.0036,0.0012,0.1187,0.0291,0.0006,0.0009,0.0008,0.005
37.0,0.0205,0.0269,0.0046,0.0342,0.0142,0.029,0.1807,0.0029,0.0073,0.2383,0.005,0.1436,0.0465,0.0206,0.0003,0.0646,0.0036,0.0012,0.1167,0.0318,0.0006,0.001,0.0009,0.0051
37.2,0.0244,0.0254,0.0049,0.0321,0.0163,0.0297,0.1888,0.003,0.0077,0.2345,0.005,0.1446,0.0402,0.0177,0.0004,0.0681,0.0037,0.0012,0.1124,0.0327,0.0007,0.0011,0.0009,0.0046
37.4,0.026,0.0241,0.0059,0.0256,0.0185,0.0295,0.1745,0.0031,0.0069,0.2434,0.0049,0.1454,0.038,0.0177,0.0004,0.0714,0.0033,0.0011,0.1185,0.0349,0.0006,0.001,0.0008,0.0044
37.6,0.0274,0.0226,0.007,0.0206,0.0208,0.0296,0.1619,0.0032,0.0063,0.2491,0.0048,0.1464,0.0358,0.0173,0.0003,0.0746,0.003,0.001,0.1251,0.0367,0.0005,0.001,0.0007,0.0043
37.8,0.0202,0.0213,0.0063,0.0206,0.0234,0.0348,0.1743,0.0028,0.0063,0.2645,0.0034,0.1385,0.0336,0.0144,0.0003,0.0747,0.0026,0.0008,0.1187,0.0333,0.0004,0.0007,0.0006,0.0034
38.0,0.0179,0.0178,0.0055,0.0181,0.0258,0.0346,0.1716,0.0023,0.0059,0.2769,0.0026,0.1377,0.0321,0.0127,0.0003,0.0782,0.0023,0.0007,0.1207,0.0321,0.0004,0.0006,0.0005,0.0029
38.2,0.0162,0.015,0.005,0.0156,0.0292,0.0353,0.1673,0.0019,0.0055,0.2857,0.002,0.1361,0.0305,0.0114,0.0002,0.0839,0.002,0.0006,0.1213,0.0315,0.0003,0.0005,0.0004,0.0024
38.4,0.0144,0.0123,0.0044,0.0134,0.0333,0.0375,0.1665,0.0015,0.005,0.2973,0.0014,0.1329,0.0289,0.0096,0.0002,0.0869,0.0018,0.0005,0.1197,0.0295,0.0002,0.0004,0.0004,0.002
38.6,0.013,0.0107,0.0038,0.014,0.0394,0.0459,0.1776,0.0012,0.0055,0.2946,0.001,0.1312,0.0238,0.0069,0.0002,0.0881,0.0017,0.0005,0.1122,0.026,0.0002,0.0003,0.0003,0.0019
38.8,0.0123,0.0095,0.0034,0.0145,0.0467,0.0566,0.1856,0.001,0.0061,0.2917,0.0008,0.1277,0.0192,0.005,0.0002,0.0887,0.0016,0.0004,0.1032,0.0232,0.0002,0.0003,0.0003,0.0017
39.0,0.0132,0.0099,0.0033,0.0194,0.0547,0.0713,0.21,0.0009,0.0077,0.271,0.0007,0.1204,0.0171,0.0045,0.0001,0.0753,0.0018,0.0004,0.0945,0.0212,0.0002,0.0002,0.0003,0.0018
39.2,0.0142,0.0102,0.0032,0.0255,0.0625,0.0871,0.2336,0.0009,0.0097,0.249,0.0006,0.1121,0.0154,0.0039,0.0001,0.0632,0.0019,0.0004,0.0854,0.0186,0.0001,0.0002,0.0003,0.0017
39.4,0.0133,0.0094,0.0025,0.0329,0.0607,0.0978,0.259,0.0007,0.0122,0.2292,0.0005,0.1069,0.014,0.0035,0.0001,0.0564,0.002,0.0005,0.0782,0.0178,0.0002,0.0002,0.0004,0.0017
39.6,0.0127,0.0087,0.0019,0.0419,0.0601,0.108,0.281,0.0006,0.0152,0.212,0.0005,0.0993,0.0125,0.0032,0.0001,0.0502,0.002,0.0005,0.0699,0.0173,0.0002,0.0002,0.0004,0.0017
39.8,0.0134,0.009,0.0015,0.0552,0.054,0.1006,0.2926,0.0006,0.0216,0.1886,0.0006,0.1046,0.0118,0.0033,0.0001,0.0454,0.0028,0.0007,0.0711,0.019,0.0002,0.0003,0.0006,0.0025
40.0,0.0128,0.0095,0.0012,0.0742,0.049,0.1068,0.2999,0.0006,0.0294,0.1657,0.0008,0.1014,0.0102,0.0035,0.0001,0.039,0.0035,0.0008,0.0661,0.0208,0.0003,0.0004,0.0008,0.0033
40.2,0.0122,0.0099,0.0009,0.0997,0.0437,0.1108,0.304,0.0006,0.0399,0.142,0.001,0.0962,0.0086,0.0035,0.0001,0.0329,0.0043,0.001,0.0602,0.0221,0.0003,0.0004,0.0011,0.0043
40.4,0.0123,0.0087,0.0007,0.1195,0.0397,0.1103,0.3119,0.0006,0.051,0.1204,0.0013,0.0914,0.0072,0.0033,0.0001,0.0292,0.0049,0.0011,0.0558,0.0227,0.0004,0.0005,0.0013,0.0055
40.6,0.012,0.0081,0.0006,0.1252,0.0342,0.0982,0.3131,0.0006,0.0563,0.1153,0.0015,0.0933,0.0077,0.0039,0.0001,0.0296,0.0056,0.0013,0.0582,0.0261,0.0005,0.0006,0.0016,0.0064
40.8,0.011,0.0074,0.0005,0.1305,0.0293,0.0862,0.3167,0.0006,0.0614,0.1096,0.0017,0.0945,0.0083,0.0046,0.0001,0.0292,0.0063,0.0015,0.0604,0.0294,0.0005,0.0007,0.0019,0.0075
41.0,0.0105,0.0068,0.0005,0.1216,0.0268,0.0776,0.3093,0.0005,0.059,0.117,0.002,0.1035,0.0085,0.0052,0.0001,0.0322,0.0062,0.0015,0.0661,0.0335,0.0006,0.0008,0.002,0.0082
41.2,0.01,0.0061,0.0004,0.1125,0.0246,0.0699,0.2999,0.0005,0.0561,0.1238,0.0023,0.1132,0.0085,0.0057,0.0001,0.0355,0.006,0.0016,0.0721,0.0389,0.0006,0.0009,0.002,0.0088
41.4,0.0113,0.0059,0.0004,0.1039,0.0257,0.0639,0.2842,0.0005,0.0532,0.1364,0.0027,0.1199,0.0082,0.0059,0.0001,0.0389,0.0063,0.0016,0.0751,0.0424,0.0006,0.0009,0.0019,0.01
41.6,0.0171,0.0072,0.0006,0.0999,0.027,0.0589,0.2318,0.0006,0.0511,0.1422,0.0046,0.1287,0.0077,0.0067,0.0002,0.0421,0.0102,0.0021,0.0815,0.058,0.0009,0.0013,0.0024,0.0175
41.8,0.0244,0.0081,0.0009,0.0901,0.0284,0.0573,0.1939,0.0006,0.0451,0.1421,0.0064,0.1341,0.0072,0.0072,0.0002,0.046,0.014,0.0024,0.0872,0.073,0.0011,0.0017,0.0028,0.0258
42.0,0.0334,0.0093,0.0012,0.0806,0.0289,0.0541,0.1589,0.0007,0.0389,0.1401,0.0089,0.1363,0.0066,0.0074,0.0003,0.0494,0.0188,0.0028,0.0909,0.0886,0.0013,0.0021,0.0031,0.0375
42.2,0.0445,0.0101,0.0016,0.0693,0.0288,0.0496,0.1268,0.0007,0.0331,0.1356,0.012,0.1344,0.0059,0.0075,0.0004,0.0516,0.0254,0.0031,0.0921,0.1059,0.0016,0.0026,0.0035,0.0538
42.4,0.0515,0.014,0.0022,0.0702,0.0257,0.0422,0.0945,0.001,0.0307,0.1156,0.0186,0.1291,0.0055,0.0084,0.0005,0.0474,0.0341,0.0043,0.0915,0.1334,0.0022,0.0036,0.0037,0.07
42.6,0.0679,0.0154,0.0031,0.0632,0.0263,0.0347,0.065,0.0011,0.0275,0.0995,0.0303,0.1118,0.0045,0.0088,0.0007,0.043,0.0437,0.0057,0.0833,0.1635,0.0033,0.0046,0.0043,0.0889
42.8,0.0837,0.0161,0.0042,0.0533,0.0252,0.0268,0.0428,0.0012,0.0232,0.0831,0.0476,0.0955,0.0035,0.0087,0.001,0.0384,0.0523,0.0072,0.0744,0.1901,0.0046,0.0056,0.0046,0.1067
43.0,0.0925,0.0162,0.0051,0.0442,0.0216,0.0196,0.0278,0.0014,0.0198,0.0655,0.0704,0.0779,0.0028,0.0086,0.0013,0.0328,0.0634,0.0093,0.0637,0.2124,0.0065,0.007,0.0049,0.1252
43.2,0.0955,0.0176,0.0055,0.0381,0.0155,0.0142,0.0169,0.0015,0.0164,0.0485,0.0973,0.0559,0.0022,0.0083,0.0017,0.0249,0.0839,0.0113,0.0481,0.2131,0.0089,0.0081,0.006,0.1606
43.4,0.0933,0.0184,0.0056,0.0314,0.0105,0.0095,0.0098,0.0015,0.0128,0.0337,0.1295,0.0377,0.0016,0.0072,0.0021,0.0175,0.1064,0.0132,0.0341,0.1998,0.0118,0.0091,0.0069,0.1965
43.6,0.0876,0.0193,0.0055,0.0322,0.0092,0.0082,0.0084,0.0016,0.0127,0.0308,0.1501,0.0322,0.0015,0.0073,0.0024,0.016,0.1128,0.0149,0.0299,0.1862,0.0141,0.0096,0.0076,0.1999
43.8,0.0742,0.0215,0.0048,0.0373,0.0074,0.0075,0.0072,0.0017,0.014,0.027,0.1652,0.0268,0.0016,0.0076,0.0029,0.0135,0.127,0.0186,0.0258,0.1706,0.0184,0.0108,0.0093,0.1995
44.0,0.0642,0.0225,0.0043,0.0417,0.0061,0.0068,0.006,0.0018,0.0151,0.0233,0.1784,0.0221,0.0015,0.0077,0.0035,0.0112,0.1406,0.0232,0.0219,0.1558,0.0239,0.012,0.0111,0.1953
44.2,0.053,0.0224,0.0038,0.0401,0.0045,0.0054,0.0049,0.0017,0.0138,0.0202,0.2037,0.0186,0.0016,0.009,0.0032,0.0089,0.1425,0.0245,0.0193,0.1495,0.0263,0.011,0.012,0.2
44.4,0.0464,0.0192,0.0031,0.0339,0.0034,0.0046,0.0039,0.0014,0.0114,0.0195,0.2155,0.0153,0.0016,0.0099,0.0028,0.0074,0.1488,0.0232,0.0163,0.1385,0.0271,0.0099,0.0144,0.2226
44.6,0.0363,0.0206,0.0026,0.036,0.0026,0.0046,0.0034,0.0014,0.0112,0.0168,0.208,0.0133,0.0016,0.0108,0.0024,0.0055,0.1626,0.0233,0.0144,0.1272,0.0278,0.0092,0.0179,0.2405
44.8,0.029,0.0216,0.0021,0.0385,0.002,0.0046,0.003,0.0013,0.0108,0.0141,0.1936,0.0112,0.0016,0.0115,0.002,0.004,0.1785,0.0232,0.0124,0.117,0.0284,0.0084,0.0223,0.2589
45.0,0.0236,0.0224,0.0019,0.0395,0.0016,0.0046,0.0027,0.0012,0.0108,0.0131,0.1797,0.0101,0.0017,0.0125,0.0017,0.0033,0.182,0.0222,0.0114,0.1116,0.0271,0.0075,0.0252,0.2825
45.2,0.0189,0.02,0.0016,0.0396,0.0014,0.0046,0.0026,0.0011,0.0111,0.0127,0.1792,0.0099,0.0017,0.0144,0.0016,0.0029,0.1722,0.0234,0.0114,0.1207,0.028,0.0074,0.0264,0.2871
