time,Use butter,Scoop nut,Scoop butter,Spread nut,Spread butter,Spread onto,Spread tortilla,Scoop jelly,Spread jelly,Roll tortilla,Secure rolled,Secure tortilla,Trim tortilla,Trim roll,Slide floss,Slide tortilla,Place floss,Cross floss,Cross tortilla,Cross roll,Holding floss,Pull floss,Continue floss,Place pinwheels
110.6,0.4647,0.158,0.0172,0.0686,0.0158,0.0049,0.0089,0.01,0.0074,0.0251,0.0413,0.0163,0.0034,0.0121,0.0029,0.0218,0.0135,0.0029,0.0171,0.0405,0.0029,0.0023,0.0026,0.0398
110.8,0.4578,0.152,0.017,0.0763,0.0184,0.0061,0.0116,0.0099,0.0091,0.0272,0.0366,0.0177,0.0032,0.0111,0.0026,0.0234,0.0138,0.0027,0.0173,0.0402,0.0027,0.0022,0.0025,0.0385
111.0,0.3968,0.1515,0.0147,0.0929,0.0195,0.0081,0.016,0.0095,0.012,0.0308,0.0399,0.0218,0.0035,0.0113,0.0022,0.0245,0.0176,0.0031,0.0208,0.045,0.0029,0.0021,0.0028,0.0507
111.2,0.3267,0.1486,0.013,0.1135,0.0213,0.0111,0.0218,0.0094,0.0167,0.0338,0.0446,0.0263,0.0036,0.0111,0.0019,0.0244,0.0225,0.0036,0.0246,0.0494,0.003,0.0021,0.0032,0.0637
111.4,0.2652,0.1404,0.0111,0.1342,0.0229,0.0145,0.029,0.0088,0.0224,0.036,0.0469,0.0307,0.0036,0.0103,0.0015,0.0234,0.0283,0.0039,0.0279,0.0523,0.0031,0.0021,0.0035,0.0779
111.6,0.2395,0.1292,0.0114,0.1421,0.026,0.0165,0.0346,0.0092,0.0265,0.0392,0.0449,0.0313,0.0034,0.0099,0.0014,0.0236,0.0319,0.004,0.028,0.0528,0.0032,0.0022,0.0036,0.0856
111.8,0.2079,0.1187,0.011,0.1531,0.0286,0.0183,0.041,0.0096,0.0319,0.0423,0.0427,0.0321,0.0032,0.0094,0.0012,0.0232,0.0364,0.004,0.0286,0.0532,0.0031,0.0023,0.0039,0.0943
112.0,0.1597,0.1105,0.0104,0.175,0.0314,0.0248,0.0555,0.0106,0.0419,0.0458,0.0357,0.0344,0.0033,0.0096,0.001,0.0234,0.0378,0.0043,0.0318,0.0553,0.0032,0.0022,0.0042,0.0883
112.2,0.1198,0.1024,0.0094,0.1965,0.0327,0.0325,0.0723,0.0113,0.0534,0.0478,0.0296,0.0357,0.0033,0.0095,0.0009,0.0226,0.0381,0.0044,0.034,0.055,0.0031,0.002,0.0044,0.0793
112.4,0.0815,0.0871,0.0078,0.2133,0.0333,0.0421,0.099,0.0108,0.0654,0.0518,0.0229,0.0389,0.0036,0.0097,0.0007,0.024,0.037,0.0042,0.0383,0.054,0.0029,0.0017,0.0051,0.0652
112.6,0.0593,0.0626,0.0064,0.2031,0.0347,0.0485,0.1398,0.0095,0.075,0.0602,0.0173,0.0457,0.0042,0.0105,0.0006,0.0279,0.0336,0.0041,0.0455,0.0545,0.0028,0.0014,0.0055,0.0473
112.8,0.0671,0.0548,0.0068,0.1903,0.036,0.0494,0.1397,0.0094,0.0738,0.0619,0.0185,0.0478,0.0043,0.0122,0.0006,0.0296,0.0297,0.0044,0.0478,0.0631,0.0028,0.0015,0.0053,0.0433
113.0,0.0901,0.0487,0.0085,0.177,0.0451,0.0519,0.1428,0.01,0.0716,0.0636,0.0159,0.0454,0.0044,0.0137,0.0006,0.033,0.0228,0.0041,0.0444,0.0665,0.0027,0.0015,0.0047,0.031
113.2,0.1144,0.0429,0.0104,0.1632,0.0551,0.0543,0.14,0.0108,0.0688,0.063,0.015,0.0422,0.0043,0.0152,0.0007,0.0369,0.018,0.0039,0.0405,0.0692,0.0027,0.0017,0.0045,0.0225
113.4,0.1362,0.0366,0.0122,0.1563,0.0691,0.0563,0.1416,0.0111,0.0695,0.0622,0.0125,0.0366,0.0042,0.0167,0.0007,0.0373,0.0142,0.0034,0.0342,0.0645,0.0024,0.0016,0.004,0.0166
113.6,0.139,0.0298,0.0114,0.1527,0.0722,0.0599,0.1574,0.0093,0.0667,0.0623,0.0108,0.0364,0.0045,0.0182,0.0007,0.0396,0.0115,0.0029,0.0336,0.0617,0.0021,0.0015,0.0036,0.0123
113.8,0.1416,0.024,0.0108,0.1471,0.0747,0.0643,0.1731,0.0077,0.0635,0.0624,0.0093,0.0357,0.0048,0.02,0.0006,0.0417,0.0094,0.0025,0.0323,0.0591,0.0018,0.0014,0.0032,0.0092
114.0,0.1688,0.0196,0.0113,0.1334,0.0824,0.0598,0.1753,0.0069,0.0571,0.0629,0.0087,0.034,0.0048,0.0205,0.0007,0.046,0.0084,0.0022,0.0293,0.0545,0.0017,0.0014,0.0027,0.0076
114.2,0.2003,0.0158,0.0117,0.1162,0.0852,0.0552,0.1767,0.0059,0.0505,0.0618,0.0084,0.0332,0.005,0.0223,0.0007,0.049,0.0073,0.002,0.0275,0.0537,0.0016,0.0015,0.0023,0.0061
114.4,0.2355,0.0135,0.0127,0.099,0.0904,0.0471,0.1735,0.005,0.0423,0.0615,0.0079,0.0332,0.0051,0.0231,0.0008,0.0529,0.0062,0.0017,0.0271,0.0518,0.0015,0.0014,0.0019,0.005
114.6,0.2603,0.0138,0.0135,0.0966,0.0928,0.0452,0.1676,0.0045,0.0381,0.0576,0.0076,0.0314,0.0049,0.0227,0.0007,0.0524,0.0056,0.0015,0.0255,0.0489,0.0014,0.0013,0.0017,0.0046
114.8,0.228,0.015,0.0127,0.1071,0.0925,0.0485,0.1809,0.0043,0.0388,0.0634,0.0069,0.0316,0.0053,0.0229,0.0007,0.0526,0.0057,0.0014,0.0263,0.0462,0.0014,0.0012,0.0018,0.0047
115.0,0.1951,0.0162,0.0117,0.1188,0.0906,0.0526,0.1964,0.0042,0.0399,0.0699,0.0063,0.0315,0.0057,0.0225,0.0006,0.0516,0.0057,0.0014,0.0267,0.0433,0.0014,0.0012,0.0018,0.0048
115.2,0.1723,0.0161,0.01,0.1214,0.085,0.0531,0.2076,0.0038,0.0406,0.0747,0.0064,0.0353,0.0062,0.0235,0.0006,0.0496,0.0061,0.0014,0.0309,0.0457,0.0014,0.0012,0.0018,0.0055
115.4,0.1588,0.0162,0.0087,0.117,0.0761,0.0531,0.2085,0.0035,0.0386,0.0786,0.0072,0.0415,0.0065,0.0241,0.0006,0.0517,0.0063,0.0016,0.0378,0.0527,0.0015,0.0013,0.0019,0.006
115.6,0.1541,0.0171,0.0086,0.1146,0.0772,0.0582,0.2016,0.0035,0.0409,0.0747,0.0078,0.0419,0.0062,0.0244,0.0006,0.0474,0.0063,0.0018,0.0401,0.0617,0.0017,0.0013,0.002,0.0063
115.8,0.1509,0.0179,0.0084,0.1106,0.0782,0.0625,0.1946,0.0035,0.0422,0.0713,0.0083,0.0423,0.0059,0.0251,0.0007,0.0436,0.0062,0.0021,0.0422,0.0721,0.0018,0.0013,0.002,0.0063
116.0,0.1443,0.0184,0.0082,0.1083,0.0791,0.0615,0.1943,0.0034,0.0434,0.0701,0.0089,0.0439,0.0057,0.0246,0.0007,0.0433,0.006,0.0022,0.0447,0.0773,0.0018,0.0013,0.0021,0.0066
116.2,0.1449,0.0202,0.0091,0.1069,0.0909,0.0636,0.185,0.0034,0.0409,0.0715,0.0085,0.041,0.005,0.0223,0.0007,0.0444,0.0057,0.0021,0.0421,0.0804,0.0017,0.0013,0.0021,0.0064
116.4,0.1445,0.02,0.0095,0.1054,0.1008,0.0706,0.1796,0.0034,0.0406,0.0711,0.0083,0.0367,0.0044,0.0208,0.0008,0.0443,0.0055,0.0021,0.0372,0.0836,0.0016,0.0013,0.002,0.0062
116.6,0.1445,0.0196,0.0099,0.1029,0.1127,0.0784,0.1727,0.0034,0.0401,0.0702,0.0081,0.0324,0.0038,0.0192,0.0009,0.0438,0.0052,0.002,0.0324,0.0871,0.0015,0.0013,0.002,0.006
116.8,0.1594,0.0194,0.0101,0.1001,0.1121,0.0751,0.1556,0.0034,0.0421,0.0614,0.011,0.0314,0.0033,0.02,0.001,0.0406,0.0059,0.0024,0.0324,0.1004,0.0017,0.0014,0.0023,0.0078
117.0,0.1443,0.0194,0.0094,0.1025,0.104,0.0771,0.1588,0.0034,0.0469,0.0564,0.012,0.0325,0.0034,0.0215,0.001,0.0403,0.0063,0.0027,0.0349,0.1082,0.0019,0.0015,0.0026,0.0089
117.2,0.1306,0.0209,0.0094,0.1125,0.0991,0.0834,0.1689,0.0037,0.052,0.054,0.0106,0.0301,0.0034,0.0217,0.001,0.0401,0.0061,0.0027,0.033,0.102,0.0019,0.0013,0.0028,0.0086
117.4,0.1143,0.0223,0.0092,0.1232,0.0944,0.0889,0.1812,0.004,0.0577,0.0521,0.0095,0.028,0.0034,0.0215,0.0009,0.0399,0.0061,0.0027,0.0311,0.0951,0.0019,0.0012,0.0031,0.0082
117.6,0.1147,0.0219,0.0099,0.1269,0.0976,0.0822,0.1913,0.0041,0.0565,0.0532,0.0083,0.0281,0.0037,0.0217,0.0008,0.0399,0.0063,0.0025,0.0313,0.0843,0.0018,0.0011,0.0034,0.0085
117.8,0.1111,0.0214,0.0105,0.1301,0.1011,0.0769,0.2042,0.0041,0.0569,0.0541,0.0073,0.0284,0.0042,0.0208,0.0007,0.0411,0.0065,0.0023,0.0315,0.0713,0.0017,0.001,0.0038,0.009
118.0,0.1147,0.0223,0.0115,0.1257,0.1027,0.0779,0.1932,0.0046,0.0553,0.0556,0.0079,0.0282,0.0044,0.0228,0.0007,0.0395,0.0068,0.0025,0.0319,0.0747,0.0017,0.001,0.004,0.0105
118.2,0.1085,0.0235,0.0108,0.131,0.0945,0.0799,0.1743,0.0055,0.0609,0.0525,0.0105,0.0288,0.0047,0.0275,0.0008,0.0349,0.0084,0.0031,0.034,0.0822,0.0021,0.0012,0.0051,0.0153
118.4,0.1041,0.0248,0.01,0.1364,0.0856,0.0803,0.1532,0.0064,0.0654,0.0492,0.0138,0.0291,0.0051,0.0335,0.0008,0.0307,0.0101,0.0038,0.0354,0.0899,0.0025,0.0014,0.0064,0.0221
118.6,0.0981,0.0262,0.0092,0.1419,0.0769,0.079,0.1333,0.0074,0.0693,0.0452,0.0176,0.029,0.0055,0.0401,0.0009,0.0267,0.0121,0.0046,0.0368,0.0955,0.0029,0.0017,0.0082,0.0319
118.8,0.0904,0.0261,0.0092,0.1405,0.0706,0.0782,0.1331,0.0078,0.0687,0.0473,0.0167,0.0315,0.0062,0.0456,0.0008,0.0273,0.0126,0.0049,0.0404,0.098,0.0028,0.0016,0.0085,0.0311
119.0,0.1009,0.0248,0.0099,0.1286,0.072,0.0788,0.1231,0.0074,0.0631,0.0472,0.0189,0.032,0.006,0.0454,0.0008,0.0261,0.0135,0.0052,0.042,0.1051,0.0027,0.0016,0.009,0.0361
119.2,0.1134,0.0234,0.0107,0.1171,0.0746,0.078,0.1126,0.007,0.0573,0.0469,0.0213,0.0318,0.0057,0.0449,0.0008,0.0245,0.0145,0.0056,0.0427,0.112,0.0026,0.0016,0.0094,0.0415
119.4,0.1318,0.022,0.0118,0.1059,0.0768,0.0764,0.0999,0.0066,0.0514,0.0451,0.0239,0.0308,0.0053,0.0442,0.0008,0.0224,0.0152,0.006,0.0428,0.1192,0.0025,0.0016,0.0097,0.0478
119.6,0.124,0.022,0.0107,0.1,0.071,0.0791,0.0943,0.0067,0.0516,0.043,0.029,0.0333,0.0051,0.0431,0.0008,0.0231,0.0158,0.0065,0.0455,0.1262,0.0027,0.0017,0.01,0.0548
119.8,0.1173,0.0223,0.0097,0.0946,0.0638,0.0805,0.0867,0.0068,0.0504,0.0405,0.0346,0.0354,0.0048,0.0428,0.0008,0.0229,0.0164,0.0072,0.048,0.1376,0.003,0.0018,0.0105,0.0617
120.0,0.1035,0.0223,0.0089,0.0985,0.0573,0.0885,0.0929,0.0064,0.0515,0.0407,0.0319,0.0386,0.0052,0.0428,0.0008,0.0235,0.0166,0.0074,0.0527,0.1342,0.003,0.0018,0.011,0.06
120.2,0.1095,0.0218,0.009,0.1068,0.0583,0.0882,0.1009,0.0061,0.0551,0.0416,0.0263,0.0401,0.0054,0.0421,0.0008,0.0251,0.0148,0.007,0.0528,0.1293,0.0029,0.0016,0.0097,0.045
120.4,0.1126,0.0209,0.009,0.1143,0.0597,0.0873,0.1095,0.0056,0.0587,0.042,0.0213,0.0411,0.0055,0.0408,0.0007,0.0264,0.013,0.0066,0.0529,0.1254,0.0028,0.0015,0.0085,0.0338
120.6,0.129,0.0205,0.0095,0.1198,0.0646,0.0859,0.1152,0.0057,0.0645,0.0405,0.0189,0.0401,0.005,0.0359,0.0007,0.026,0.0115,0.0061,0.0495,0.1131,0.0027,0.0014,0.007,0.0266
120.8,0.1412,0.0204,0.0098,0.126,0.0754,0.0899,0.1136,0.0061,0.0716,0.0374,0.0192,0.0351,0.0043,0.0316,0.0007,0.0239,0.0105,0.0055,0.0412,0.1015,0.0027,0.0015,0.006,0.0249
121.0,0.1494,0.0209,0.01,0.133,0.0848,0.0929,0.1145,0.0069,0.0792,0.0361,0.0171,0.0321,0.004,0.029,0.0008,0.0248,0.0092,0.0047,0.035,0.0859,0.0025,0.0016,0.0053,0.0201
121.2,0.1628,0.021,0.0103,0.1329,0.0913,0.0875,0.1137,0.0077,0.0836,0.0342,0.0162,0.0305,0.0038,0.0281,0.0009,0.0264,0.0083,0.0042,0.0316,0.0795,0.0025,0.0018,0.0046,0.0167
121.4,0.1586,0.0208,0.0099,0.1426,0.0953,0.0866,0.1188,0.0082,0.0904,0.0333,0.0147,0.0285,0.0039,0.0288,0.0009,0.0277,0.0071,0.0035,0.0275,0.0718,0.0024,0.0017,0.0037,0.0133
121.6,0.1629,0.0205,0.0099,0.1532,0.0982,0.0863,0.1205,0.0081,0.0905,0.0337,0.013,0.0251,0.0037,0.0292,0.0009,0.0278,0.0061,0.0029,0.0236,0.0666,0.0022,0.0016,0.003,0.0105
121.8,0.1669,0.02,0.0098,0.1638,0.1016,0.0861,0.1214,0.0078,0.0908,0.0338,0.0116,0.022,0.0036,0.0292,0.0008,0.0275,0.0052,0.0024,0.02,0.0615,0.0019,0.0014,0.0023,0.0083
122.0,0.1828,0.0191,0.0103,0.1664,0.1114,0.0774,0.1172,0.0075,0.0913,0.0302,0.0112,0.0191,0.0032,0.0289,0.0009,0.0253,0.0052,0.0023,0.0171,0.0595,0.0019,0.0015,0.0022,0.008
122.2,0.1874,0.0182,0.0105,0.1576,0.1177,0.0796,0.1267,0.0071,0.0867,0.0306,0.011,0.019,0.0032,0.0272,0.0008,0.0261,0.0049,0.002,0.0165,0.0537,0.0017,0.0014,0.002,0.0081
122.4,0.1883,0.0177,0.0107,0.1505,0.1237,0.0818,0.1377,0.0068,0.082,0.0313,0.0109,0.0191,0.0032,0.0256,0.0008,0.0267,0.0046,0.0018,0.0161,0.0479,0.0015,0.0014,0.0018,0.0081
122.6,0.183,0.0172,0.0112,0.1426,0.1173,0.0838,0.1497,0.0065,0.0779,0.0318,0.0104,0.0207,0.0038,0.028,0.0007,0.0287,0.0048,0.0018,0.0173,0.049,0.0016,0.0014,0.002,0.0086
122.8,0.1766,0.0167,0.0118,0.1336,0.1116,0.0876,0.1621,0.0062,0.0737,0.0323,0.0094,0.0225,0.0044,0.0309,0.0007,0.0308,0.0049,0.0018,0.0187,0.0499,0.0016,0.0013,0.0023,0.0085
123.0,0.1817,0.0165,0.0132,0.1313,0.1128,0.0783,0.1597,0.0063,0.0722,0.0304,0.0097,0.0224,0.0046,0.0352,0.0007,0.029,0.0054,0.0019,0.0193,0.0542,0.0017,0.0013,0.0024,0.0096
123.2,0.178,0.0158,0.0145,0.1308,0.1189,0.076,0.1601,0.0063,0.0726,0.0289,0.0094,0.0217,0.0047,0.0377,0.0007,0.0266,0.0058,0.002,0.0188,0.0546,0.0018,0.0013,0.0026,0.0105
123.4,0.1989,0.0158,0.016,0.1205,0.1301,0.0751,0.1406,0.0061,0.066,0.0265,0.0094,0.0213,0.0043,0.0392,0.0008,0.0249,0.006,0.0021,0.0185,0.0604,0.0017,0.0014,0.0028,0.0115
123.6,0.2205,0.0158,0.0175,0.1111,0.1395,0.0727,0.1223,0.0058,0.0604,0.0238,0.0094,0.0208,0.0039,0.0411,0.0008,0.0229,0.0063,0.0023,0.0182,0.0659,0.0017,0.0016,0.003,0.0125
123.8,0.2409,0.0159,0.0188,0.1028,0.1476,0.0696,0.1065,0.0056,0.055,0.0212,0.0094,0.0199,0.0036,0.0431,0.0009,0.0207,0.0065,0.0025,0.0176,0.0717,0.0017,0.0017,0.0033,0.0136
124.0,0.2509,0.0171,0.0188,0.1015,0.1399,0.0756,0.1027,0.006,0.0562,0.0207,0.0094,0.0201,0.0034,0.0391,0.0009,0.02,0.0066,0.0026,0.0177,0.0699,0.0017,0.0017,0.0033,0.0141
124.2,0.252,0.019,0.0194,0.104,0.131,0.0787,0.0992,0.0064,0.0582,0.0197,0.0099,0.0202,0.0033,0.0363,0.0009,0.019,0.0076,0.0028,0.0185,0.0705,0.0017,0.0018,0.0038,0.0162
124.4,0.2609,0.0197,0.0195,0.1037,0.1297,0.0792,0.0944,0.0068,0.0603,0.0174,0.0101,0.0195,0.003,0.0324,0.0009,0.0172,0.008,0.0031,0.0182,0.0715,0.0019,0.0018,0.0042,0.0167
124.6,0.2496,0.0209,0.0181,0.1098,0.1348,0.0811,0.0969,0.007,0.0635,0.0166,0.01,0.0193,0.0027,0.0286,0.001,0.0163,0.0077,0.0032,0.0181,0.071,0.0019,0.0018,0.0041,0.0159
124.8,0.2527,0.022,0.0171,0.1118,0.1331,0.0798,0.093,0.0068,0.0637,0.0169,0.0109,0.0195,0.0024,0.0256,0.0009,0.0161,0.0078,0.0032,0.0183,0.0733,0.0018,0.0017,0.0039,0.0176
125.0,0.2542,0.023,0.016,0.1096,0.1262,0.0841,0.0911,0.0062,0.0618,0.0177,0.0117,0.021,0.0023,0.0242,0.0009,0.0166,0.0075,0.0032,0.0193,0.0782,0.0017,0.0017,0.0037,0.0183
125.2,0.2404,0.0237,0.0144,0.1109,0.1213,0.0931,0.0941,0.006,0.0634,0.0185,0.0124,0.0221,0.0022,0.0225,0.0009,0.0169,0.0073,0.0032,0.0194,0.0811,0.0016,0.0016,0.0036,0.0193
125.4,0.216,0.0238,0.0133,0.1138,0.1141,0.0974,0.1072,0.0064,0.0713,0.0199,0.013,0.0236,0.0023,0.0207,0.0009,0.0173,0.0076,0.0032,0.0206,0.0795,0.0017,0.0014,0.0036,0.0213
125.6,0.2295,0.0243,0.0139,0.1119,0.1081,0.0917,0.1063,0.0071,0.0763,0.0188,0.0139,0.022,0.0022,0.0189,0.001,0.0165,0.0083,0.0035,0.0192,0.0762,0.002,0.0016,0.004,0.0226
125.8,0.2376,0.0256,0.0146,0.1109,0.101,0.0863,0.1049,0.008,0.0817,0.018,0.0149,0.0211,0.0022,0.0176,0.0011,0.0162,0.0091,0.0039,0.0184,0.0742,0.0023,0.0017,0.0044,0.0244
126.0,0.2211,0.0261,0.0147,0.1149,0.1027,0.0903,0.099,0.0083,0.0819,0.018,0.0155,0.022,0.0022,0.0186,0.0012,0.0165,0.0091,0.0044,0.0188,0.0806,0.0025,0.0019,0.0047,0.0251
126.2,0.2064,0.026,0.0146,0.1175,0.1038,0.0934,0.0943,0.0085,0.0836,0.0178,0.0157,0.0228,0.0022,0.0197,0.0014,0.0167,0.0091,0.0049,0.0191,0.087,0.0027,0.002,0.0051,0.0258
126.4,0.195,0.0254,0.0142,0.112,0.0978,0.0988,0.0939,0.0079,0.0809,0.0202,0.0161,0.0239,0.0022,0.0224,0.0014,0.018,0.0092,0.005,0.0201,0.0983,0.0027,0.0019,0.005,0.0275
126.6,0.1875,0.0238,0.0137,0.1045,0.094,0.1073,0.0919,0.0072,0.0761,0.0229,0.0163,0.0244,0.0022,0.0253,0.0015,0.0194,0.0091,0.0049,0.0206,0.1096,0.0026,0.0018,0.0047,0.0287
126.8,0.1661,0.0247,0.0132,0.1121,0.0921,0.1155,0.0936,0.0074,0.0752,0.0235,0.0156,0.0244,0.0024,0.0277,0.0015,0.0197,0.0092,0.0052,0.021,0.1116,0.0027,0.0019,0.0049,0.0289
127.0,0.1466,0.0255,0.0126,0.1205,0.0892,0.1246,0.0948,0.0078,0.0749,0.0239,0.0153,0.024,0.0026,0.0302,0.0015,0.0195,0.0092,0.0054,0.0209,0.1119,0.0028,0.0019,0.0051,0.0295
127.2,0.1582,0.0269,0.0139,0.1266,0.088,0.1152,0.0864,0.0078,0.0717,0.0229,0.0158,0.0231,0.0027,0.033,0.0016,0.0193,0.0095,0.0055,0.0206,0.1101,0.0027,0.0021,0.0058,0.0307
127.4,0.1733,0.0285,0.0159,0.1316,0.0872,0.1069,0.0781,0.0079,0.0677,0.0219,0.0162,0.0222,0.0028,0.0352,0.0016,0.0195,0.0097,0.0055,0.02,0.1056,0.0027,0.0023,0.0064,0.0314
127.6,0.1585,0.0292,0.0158,0.1409,0.0847,0.1086,0.0799,0.0075,0.0663,0.0233,0.0161,0.0241,0.003,0.0374,0.0014,0.0208,0.0094,0.005,0.0218,0.1023,0.0025,0.002,0.0065,0.0328
127.8,0.1245,0.0294,0.0142,0.1478,0.0779,0.1247,0.0912,0.0078,0.071,0.028,0.0137,0.0276,0.0033,0.0376,0.0013,0.0227,0.0091,0.005,0.0251,0.0963,0.0025,0.0018,0.0064,0.0312
128.0,0.1305,0.0288,0.0132,0.1441,0.0749,0.1166,0.0993,0.0077,0.0711,0.0316,0.0139,0.0282,0.0036,0.0359,0.0012,0.0249,0.0094,0.0046,0.0256,0.0928,0.0024,0.0017,0.0063,0.0319
128.2,0.137,0.0283,0.0123,0.1408,0.0719,0.1091,0.1064,0.0077,0.0716,0.0352,0.0142,0.0284,0.0037,0.0339,0.0012,0.0272,0.0097,0.0042,0.0256,0.0883,0.0022,0.0017,0.0063,0.033
128.4,0.1302,0.031,0.0126,0.1534,0.0698,0.1008,0.1018,0.009,0.0771,0.0348,0.0149,0.0288,0.004,0.0318,0.0012,0.0286,0.0113,0.0048,0.0262,0.0782,0.0026,0.0021,0.0077,0.0373
128.6,0.1295,0.031,0.0124,0.1639,0.0695,0.0927,0.1021,0.0094,0.079,0.0359,0.0147,0.0293,0.0046,0.0316,0.0011,0.0291,0.0118,0.0046,0.0268,0.0692,0.0024,0.0021,0.0081,0.0391
128.8,0.1342,0.0287,0.012,0.1608,0.0713,0.0889,0.1037,0.0091,0.0819,0.0375,0.0144,0.0295,0.0049,0.032,0.001,0.0297,0.012,0.0043,0.0269,0.0657,0.0024,0.002,0.0084,0.0386
129.0,0.1292,0.0264,0.0122,0.1556,0.0764,0.0858,0.1112,0.009,0.086,0.0409,0.0132,0.0306,0.0052,0.0303,0.001,0.032,0.0115,0.0041,0.0278,0.0623,0.0024,0.0019,0.0083,0.0367
129.2,0.1069,0.025,0.0111,0.1534,0.0777,0.0927,0.1259,0.0088,0.0881,0.0473,0.0113,0.0325,0.0056,0.0291,0.0009,0.0342,0.0104,0.0039,0.0298,0.0607,0.0023,0.0017,0.0075,0.0331
129.4,0.0943,0.0239,0.0096,0.1476,0.0748,0.0994,0.1369,0.0093,0.0927,0.0543,0.0101,0.0329,0.0056,0.0262,0.0009,0.0357,0.0106,0.004,0.0303,0.0591,0.0024,0.0017,0.0074,0.0305
129.6,0.0794,0.0227,0.0081,0.1422,0.0709,0.1056,0.1496,0.0098,0.0983,0.0619,0.0089,0.0334,0.0055,0.0236,0.0009,0.0368,0.0107,0.0041,0.031,0.0573,0.0025,0.0017,0.0073,0.028
129.8,0.0859,0.0216,0.008,0.1396,0.075,0.1024,0.1483,0.0092,0.096,0.064,0.0095,0.0319,0.0055,0.0223,0.0009,0.0377,0.0109,0.004,0.0298,0.0574,0.0024,0.0018,0.0075,0.0286
130.0,0.0878,0.0218,0.009,0.1397,0.0816,0.1092,0.1381,0.0095,0.0952,0.0599,0.0103,0.031,0.0052,0.0219,0.001,0.0368,0.0111,0.0043,0.0292,0.0556,0.0027,0.002,0.0077,0.0294
130.2,0.0906,0.0221,0.0104,0.1385,0.0881,0.1142,0.1291,0.0097,0.0927,0.0566,0.0111,0.0303,0.005,0.0219,0.0012,0.0361,0.0112,0.0048,0.0288,0.0548,0.0029,0.0022,0.008,0.0296
130.4,0.0989,0.0203,0.0108,0.1297,0.0953,0.1086,0.1415,0.0086,0.0863,0.0561,0.0108,0.0312,0.0051,0.023,0.001,0.0355,0.0099,0.0039,0.029,0.0578,0.0024,0.0018,0.0066,0.0259
130.6,0.1049,0.0206,0.0118,0.1252,0.0998,0.1032,0.1453,0.0085,0.0847,0.0525,0.0113,0.0314,0.0047,0.0222,0.0011,0.0356,0.0098,0.0039,0.0286,0.0599,0.0023,0.0018,0.0064,0.0246
130.8,0.1112,0.0205,0.0124,0.1147,0.1055,0.1006,0.154,0.0086,0.0835,0.0509,0.0107,0.0316,0.0045,0.0197,0.0012,0.0372,0.0096,0.004,0.0294,0.0566,0.0024,0.0018,0.0064,0.023
131.0,0.1257,0.0208,0.0122,0.1094,0.1057,0.0978,0.1561,0.0086,0.082,0.0474,0.0106,0.0314,0.0044,0.0185,0.0013,0.0374,0.01,0.0041,0.0297,0.053,0.0025,0.0019,0.0067,0.0226
131.2,0.1366,0.02,0.0121,0.1062,0.1048,0.1026,0.1506,0.0086,0.0848,0.0431,0.0108,0.0303,0.004,0.0178,0.0013,0.034,0.0113,0.0044,0.0284,0.0522,0.0026,0.002,0.0076,0.024
131.4,0.1367,0.0188,0.0121,0.1063,0.1099,0.1062,0.1515,0.008,0.0858,0.0393,0.0104,0.0304,0.004,0.018,0.0011,0.0311,0.0111,0.0042,0.0284,0.0504,0.0023,0.0019,0.0076,0.0245
131.6,0.1287,0.0178,0.0113,0.1075,0.1096,0.1175,0.1585,0.0073,0.0851,0.0371,0.0096,0.0308,0.0043,0.0186,0.001,0.0291,0.0105,0.0039,0.0285,0.0484,0.0021,0.0017,0.0072,0.024
131.8,0.1164,0.0169,0.0104,0.1091,0.107,0.1278,0.1676,0.0068,0.0852,0.0351,0.0088,0.032,0.0045,0.0197,0.0009,0.0273,0.0099,0.0037,0.0293,0.0477,0.002,0.0015,0.0068,0.0235
132.0,0.1145,0.016,0.01,0.1032,0.1009,0.1158,0.1761,0.0067,0.0819,0.0376,0.0087,0.0344,0.0053,0.0241,0.0009,0.0277,0.0108,0.0039,0.0321,0.0548,0.0021,0.0014,0.0075,0.0236
132.2,0.1103,0.0151,0.0094,0.0971,0.0934,0.1046,0.1871,0.0066,0.0779,0.0405,0.0084,0.0373,0.0061,0.0294,0.0008,0.0281,0.0116,0.004,0.0352,0.0619,0.0022,0.0014,0.008,0.0236
132.4,0.102,0.0154,0.0089,0.1032,0.0907,0.1064,0.185,0.0068,0.082,0.0407,0.0088,0.0365,0.0062,0.029,0.0009,0.0275,0.0127,0.0045,0.0353,0.0587,0.0026,0.0015,0.0089,0.0259
132.6,0.0929,0.0156,0.0084,0.1085,0.0867,0.1069,0.1846,0.007,0.0855,0.0415,0.0093,0.0364,0.0064,0.0289,0.0009,0.0273,0.0138,0.0049,0.0359,0.0564,0.003,0.0015,0.0097,0.028
132.8,0.0849,0.0158,0.0082,0.1179,0.0821,0.1038,0.1786,0.0069,0.0873,0.0409,0.0107,0.0364,0.0065,0.0316,0.0008,0.0262,0.0149,0.0051,0.0355,0.0605,0.0032,0.0015,0.0099,0.0307
133.0,0.0837,0.0158,0.0089,0.1192,0.0791,0.0992,0.1742,0.007,0.0854,0.0412,0.0122,0.0364,0.0067,0.0372,0.0008,0.0247,0.0156,0.005,0.0349,0.0666,0.0033,0.0015,0.0098,0.0318
